token	token_ids	count
lust	11516	2
luxury	9542	1
lying	4688	8
lyric	13677	1
lyrical	16376	2
lyrics	4581	12
m	1049	31
machine	3698	27
machinery	10394	4
machines	6681	4
made	2081	200
madly	29179	1
madman	28441	1
madness	12013	2
magazine	2932	31
magazines	7298	8
magical	8687	1
magistrate	14351	2
magnetic	8060	1
magnitude	10194	3
mail	5653	3
main	2364	74
mainland	8240	7
mainly	3701	9
mainstream	7731	6
maintain	5441	12
maintained	5224	17
maintaining	8498	5
maintains	9319	8
maintenance	6032	14
major	2350	110
majority	3484	24
majors	15279	3
make	2191	56
maker	9338	1
makers	11153	1
makes	3084	18
makeshift	19368	1
making	2437	69
malaria	19132	1
malaysian	11843	5
male	3287	13
males	3767	1
malicious	24391	1
malls	25943	4
mammalian	26524	1
mammals	11993	1
mammoth	23714	1
man	2158	64
manage	6133	3
managed	3266	13
management	2968	10
manager	3208	11
managers	10489	1
manages	9020	2
mandate	11405	2
mandated	16714	2
mandatory	10915	2
mandolin	17687	1
maneuver	17519	2
maneuvers	23802	1
mania	29310	1
manifestation	24491	1
manifested	24906	1
manipulating	26242	1
manipulation	16924	1
mankind	14938	1
manned	15371	4
manner	5450	12
manor	6952	1
manpower	22039	2
mansion	7330	6
mansions	26842	1
manual	6410	2
manually	21118	2
manufacture	9922	6
manufactured	7609	1
manufacturers	8712	3
manufacturing	5814	10
manuscripts	10485	1
many	2116	162
map	4949	10
mapping	12375	2
marble	7720	1
marched	9847	5
marches	20691	1
marching	10998	1
margin	7785	1
marginal	14785	1
marijuana	16204	3
maritime	7803	8
mark	2928	39
marked	4417	22
markedly	29295	3
marker	12115	1
markers	16387	6
market	3006	6
marketed	11625	2
marketing	5821	1
markets	6089	7
marking	10060	6
markings	13967	2
marks	6017	6
marred	24563	1
marriage	3510	6
marriages	12743	1
married	2496	18
marry	5914	3
marrying	13516	2
marshes	19257	1
martial	7761	7
mask	7308	1
masked	16520	1
masks	15806	3
mason	6701	2
masonry	18103	1
mass	3742	15
massacre	9288	1
masses	11678	5
massif	24875	1
massive	5294	9
mast	15429	3
master	3040	6
mastered	15682	2
masterpiece	17743	3
mastery	26364	1
match	2674	106
matches	3503	12
matching	9844	4
mated	28795	1
material	3430	14
materials	4475	9
maternal	11062	1
mathematical	8045	1
mathematics	5597	1
mating	15100	1
matter	3043	7
matters	5609	2
mature	9677	10
maturity	16736	4
maximum	4555	33
may	2089	204
mayor	3664	13
mayoral	23578	1
mayors	21941	2
mb	16914	4
me	2033	40
meadows	13524	1
meal	7954	2
mean	2812	13
meaning	3574	8
meaningful	15902	3
meaningless	25120	1
means	2965	14
meant	3214	23
meantime	12507	2
meanwhile	5564	15
measure	5468	5
measured	7594	1
measurement	10903	1
measurements	11702	2
measures	5761	26
measuring	9854	2
mechanical	6228	4
mechanics	9760	2
mechanism	7337	3
medal	3101	4
medalist	12968	1
media	2865	6
mediated	19872	1
medical	2966	25
medication	14667	1
medicinal	20632	1
medicine	4200	3
medieval	5781	4
meet	3113	10
meeting	3116	25
meetings	6295	5
meets	6010	8
melancholy	22247	1
melee	27868	1
melodic	17187	5
melody	8531	6
melt	14899	2
melted	12501	2
melting	13721	1
member	2266	36
members	2372	64
membership	5779	3
membrane	10804	2
membranes	24972	3
memoir	12558	1
memoirs	13251	1
memorable	13432	1
memorandum	20336	2
memorial	3986	42
memorials	22899	19
memories	5758	4
memory	3638	8
men	2273	86
menace	19854	2
menacing	24060	2
mendes	27916	106
mental	5177	3
mentally	10597	1
mention	5254	4
mentioned	3855	11
mentioning	18625	3
mentions	9704	6
mentor	10779	1
mercenaries	19331	3
merchandise	16359	1
merchant	6432	5
merchants	10310	3
mercy	8673	5
mere	8210	4
merely	6414	6
merge	13590	3
merged	5314	1
merging	16468	1
message	4471	4
messages	7696	2
messy	18307	1
met	2777	31
metal	3384	17
metaphor	19240	2
metaphysical	29081	1
meter	8316	2
meters	5563	9
method	4118	16
methodology	16134	1
methods	4725	3
metre	7924	9
metres	3620	103
metric	12046	2
metropolis	18236	1
mi	2771	62
mid	3054	46
midfielder	8850	1
midnight	7090	9
midst	12930	1
midway	12213	7
might	2453	18
migrants	16836	1
migrated	13447	1
migrating	28636	1
migration	9230	2
mild	10256	1
mildly	19499	3
mile	3542	8
miles	2661	73
militants	17671	3
military	2510	75
militia	8396	3
militias	29271	1
milk	6501	2
mill	4971	2
millennium	10144	3
millimetres	13388	4
million	2454	124
millionaire	19965	1
millions	8817	2
mimic	23150	1
mind	2568	9
minded	13128	2
minds	9273	1
mine	3067	13
mined	21846	6
minerals	13246	2
mines	7134	7
mini	7163	2
miniature	12973	2
minimal	10124	9
minimize	18478	1
minimum	6263	10
mining	5471	1
minions	28071	1
minority	7162	3
minute	3371	36
minutes	2781	20
miracle	9727	2
mirage	21483	1
mirror	5259	5
mirrors	13536	2
miscellaneous	25408	3
mischievous	25723	1
misconduct	23337	1
misleading	22369	1
missed	4771	8
misses	22182	3
missile	7421	1
missing	4394	13
mission	3260	22
missionaries	11743	2
missions	6416	7
mistake	6707	1
mistaken	13534	1
mistakenly	20706	2
mistakes	12051	2
mistress	10414	1
misunderstanding	24216	1
mix	4666	5
mixed	3816	13
mixing	6809	1
mixture	8150	11
mm	3461	68
mob	11240	1
mobile	4684	5
mobilized	27526	3
mocked	24195	1
mode	5549	2
model	2944	4
modeled	14440	3
modelled	23364	3
models	4275	7
moderate	8777	9
modern	2715	72
modernism	27254	2
modernist	19770	4
modernization	20181	5
modernized	27140	4
modes	11583	1
modest	10754	3
modification	14080	1
modified	6310	8
modifying	29226	1
molecular	8382	3
molecule	13922	1
molten	23548	1
mom	3566	1
moment	2617	9
moments	5312	5
momentum	11071	1
monarchy	12078	1
monasteries	15947	1
monastery	6408	2
monastic	17361	1
monetary	12194	1
money	2769	13
moniker	21937	2
monitor	8080	16
monitored	17785	12
monitoring	8822	3
monitors	15410	14
monk	8284	6
monsoon	19183	17
monster	6071	2
monsters	9219	1
month	3204	40
months	2706	36
monument	6104	68
monumental	15447	9
monuments	10490	17
mood	6888	5
moral	7191	8
morality	16561	2
more	2062	283
moreover	9308	1
morning	2851	37
morphology	19476	1
mortality	13356	1
mortally	26495	1
mortals	23844	1
mortar	14335	14
mosque	8806	3
most	2087	262
mostly	3262	21
mother	2388	26
mothers	10756	1
motif	16226	7
motifs	17366	6
motion	4367	9
motions	15323	1
motivated	12774	1
motivation	14354	1
motive	15793	1
motor	5013	3
motorcycle	9055	2
motorcycles	18580	1
motorized	26172	1
motto	12652	1
mound	12048	4
mounds	19503	1
mount	4057	2
mountains	4020	15
mounted	5614	13
mounting	15986	3
mounts	19363	11
mourning	16236	1
mouth	2677	30
mouths	15076	2
move	2693	30
moved	2333	94
movement	2929	36
movements	5750	4
moves	5829	5
movie	3185	14
moving	3048	28
mp3	23378	1
mph	5601	87
much	2172	89
mud	8494	2
multiple	3674	17
multiplied	28608	1
multitude	20889	2
mundane	24684	1
municipal	4546	4
municipalities	7602	3
municipality	3250	3
munitions	21061	2
murals	19016	2
murder	4028	11
murdered	7129	1
murderer	13422	1
murdering	21054	4
muscles	6650	3
museums	9941	4
mushrooms	23827	2
music	2189	87
musical	3315	9
musically	21385	1
musicals	20103	1
musician	5455	1
musicians	5389	1
muslim	5152	2
must	2442	12
mutation	16221	1
mutiny	19306	2
muttering	22581	1
muzzle	17750	15
my	2026	26
myriad	25028	1
myself	2870	2
mysteries	15572	2
mysterious	8075	1
mysteriously	29239	1
mystery	6547	10
mystical	17529	2
mythical	19336	1
mythology	11327	1
na	6583	3
nails	10063	3
naked	6248	2
name	2171	72
named	2315	87
namely	8419	8
names	3415	35
namesake	17283	1
naming	10324	7
narrated	17356	3
narration	21283	1
narrative	7984	4
narrator	11185	3
narrow	4867	14
narrowing	21978	1
narrowly	11866	5
nasal	19077	1
nation	3842	4
nationale	17360	1
nationalism	14594	3
nationalist	8986	12
nationalists	17934	10
nationally	9582	2
nationals	10342	5
nationwide	9053	3
native	3128	5
natural	3019	21
nature	3267	14
nautical	11339	7
naval	3987	68
navigation	9163	1
near	2379	102
nearby	3518	16
neared	20832	1
nearest	7205	3
nearly	3053	24
necessarily	9352	2
necessary	4072	22
necessitated	29611	3
necessity	13185	1
neck	3300	10
necklace	13016	2
need	2342	20
needed	2734	27
needing	11303	1
needle	12201	2
needs	3791	4
needy	23927	2
negative	4997	5
neglect	19046	1
neglected	15486	3
negotiate	13676	3
negotiated	13630	6
negotiating	18875	1
negotiations	7776	5
neighborhood	5101	6
neighboring	8581	1
neighbors	10638	4
neighbourhoods	27535	1
neither	4445	16
neoclassical	22657	1
nephew	7833	5
nerve	9113	1
nervous	6091	3
nests	17415	1
net	5658	5
nets	16996	1
network	2897	14
neural	15756	3
neutral	8699	2
neutrality	21083	2
neutron	20393	1
never	2196	43
nevertheless	6600	14
newcomer	16866	2
newest	14751	1
newly	4397	13
news	2739	28
newspaper	3780	5
newspapers	6399	2
next	2279	95
nicely	19957	1
niche	18111	3
nickel	15519	2
nickname	8367	2
nicknamed	9919	3
niece	12286	1
night	2305	69
nightfall	28018	1
nightly	22390	1
nightmare	10103	2
nights	6385	1
nine	3157	30
nineteen	11977	3
nineteenth	9137	5
ninth	6619	7
nitrogen	14114	13
no	2053	156
nobility	11760	4
noble	7015	1
nobody	6343	2
noir	15587	2
noises	14950	1
nominal	15087	1
nominated	4222	22
nomination	6488	4
nominations	9930	7
nominee	9773	2
none	3904	8
nonetheless	9690	9
noon	11501	1
nor	4496	14
normal	3671	8
normally	5373	6
north	2167	258
northeast	4794	46
northeastern	8763	4
northern	2642	52
northward	17192	11
northwards	27592	3
northwest	4514	36
norwegian	5046	1
nose	4451	14
noses	27518	2
nostalgia	26968	1
nostrils	15325	2
not	2025	456
notable	3862	9
notably	5546	9
notation	14869	1
notch	18624	3
note	3602	18
noted	3264	24
notes	3964	15
nothin	24218	1
nothing	2498	9
notice	5060	4
noticeably	25327	2
noticed	4384	1
notices	14444	3
notified	19488	3
noting	9073	9
notion	9366	3
notions	21951	2
notoriety	23215	1
notorious	12536	2
novel	3117	5
novelist	9974	1
novella	20674	2
novelty	21160	1
novice	23131	1
now	2085	89
nowhere	7880	3
nuclear	4517	1
nucleus	13502	1
nude	15287	3
number	2193	180
numbered	8597	8
numbers	3616	20
numerical	15973	1
numerous	3365	19
nurse	6821	3
nurses	11500	1
nutritional	28268	1
o	1051	4
obey	15470	1
object	4874	4
objected	15959	2
objections	17304	2
objective	7863	10
objectives	11100	1
objects	5200	3
obligations	14422	2
obliged	14723	3
obscene	27744	1
obscure	14485	3
obscured	23649	3
observation	8089	8
observations	9420	3
observatory	9970	2
observe	11949	3
observed	5159	11
observers	14009	2
observing	14158	3
obsessed	15896	1
obsession	17418	1
obsolete	15832	9
obstacle	18355	1
obstacles	15314	3
obtain	6855	5
obtained	4663	10
obvious	5793	8
obviously	5525	1
occasion	6686	4
occasional	8138	6
occasionally	5681	4
occasions	6642	6
occupants	18837	2
occupation	6139	6
occupied	4548	12
occupies	14133	2
occupy	11494	3
occupying	13992	6
occur	5258	3
occurred	4158	17
occurrence	14404	1
occurring	10066	4
occurs	5158	5
octagonal	22340	1
odd	5976	2
odds	10238	3
of	1997	6750
off	2125	119
offence	15226	1
offences	18421	1
offense	10048	4
offensive	5805	18
offer	3749	9
offered	3253	23
offering	5378	5
offers	4107	8
office	2436	61
officer	2961	20
officers	3738	22
offices	4822	15
official	2880	42
officially	3985	13
officials	4584	12
offs	12446	1
offset	16396	3
offshore	12195	5
offspring	13195	1
often	2411	52
oh	2821	1
oil	3514	42
old	2214	59
older	3080	15
oldest	4587	20
olympic	4386	4
omega	14827	1
ominous	23504	1
omitted	16647	1
on	2006	1900
once	2320	56
one	2028	424
ones	3924	9
ongoing	7552	7
online	3784	8
only	2069	275
onset	14447	1
onto	3031	15
onwards	9921	5
open	2330	29
opened	2441	17
opener	16181	4
opening	3098	23
openings	16556	4
openly	10132	5
opens	7480	4
operate	5452	11
operated	3498	24
operates	5748	7
operating	4082	12
operation	3169	88
operational	6515	10
operations	3136	48
operator	6872	1
operators	9224	1
opined	26084	1
opinion	5448	2
opinions	10740	2
opponent	7116	5
opponents	7892	9
opportunities	6695	1
opportunity	4495	10
oppose	15391	2
opposed	4941	8
opposing	10078	9
opposite	4500	6
opposition	4559	5
opted	12132	2
optical	9380	2
optimistic	21931	2
option	5724	6
or	2030	350
oral	8700	1
orbit	8753	2
orbiting	26472	3
orchestra	4032	3
ordained	9492	5
ordeal	23304	4
order	2344	53
ordered	3641	57
orders	4449	21
ordinary	6623	6
ordnance	14445	1
ore	10848	1
organ	5812	1
organic	7554	2
organisation	5502	11
organisations	8593	1
organise	22933	1
organised	7362	11
organism	15923	1
organisms	11767	1
organization	3029	21
organizational	13296	1
organizations	4411	5
organize	10939	3
organized	4114	15
organizing	10863	3
oriented	8048	4
origin	4761	3
original	2434	48
originally	2761	41
originals	23728	1
originated	7940	4
origins	7321	4
ornaments	24005	8
orphanage	18504	3
ostensibly	23734	1
other	2060	250
others	2500	41
otherwise	4728	4
ought	11276	2
our	2256	17
ourselves	9731	2
ousted	28368	1
out	2041	234
outbreak	8293	3
outburst	27719	1
outcome	9560	6
outdated	25963	2
outdoor	7254	1
outer	6058	3
outfit	11018	2
outlet	13307	1
outlets	11730	1
outline	12685	1
outlined	14801	2
outlines	22106	1
outlook	17680	2
outnumbered	21943	1
outpost	21080	3
output	6434	4
outrage	19006	1
outreach	15641	2
outright	13848	1
outs	21100	2
outset	26674	1
outside	2648	43
outsider	21002	2
outsiders	22361	3
outskirts	12730	1
outstanding	5151	7
outward	15436	2
over	2058	199
overall	3452	38
overcame	26463	1
overcome	9462	4
overhead	8964	7
overland	21400	3
overlap	17702	4
overlooked	17092	1
overlooking	12549	6
overly	15241	4
overnight	11585	2
overseas	6931	7
oversee	17467	1
overseeing	19642	2
overseen	22485	1
overthrow	16857	4
overtime	12253	3
overview	19184	1
overwhelmed	13394	2
overwhelming	10827	3
overwhelmingly	24783	1
owe	12533	1
owed	12232	5
owes	24381	1
owing	11427	3
own	2219	74
owned	3079	15
owners	5608	4
ownership	6095	5
owns	8617	2
oxidation	19577	6
oxygen	7722	8
p	1052	7
pace	6393	4
paced	13823	1
paces	24785	1
pacing	15732	1
packed	8966	2
pact	14790	1
paddle	20890	5
page	3931	3
pages	5530	3
pagoda	27387	2
paid	3825	14
pain	3255	13
painfully	16267	2
pains	20398	1
paint	6773	12
painted	4993	10
painter	5276	2
painting	4169	26
paintings	5265	16
paints	23262	2
pair	3940	26
paired	12739	2
pairs	7689	1
palaces	22763	1
palestinian	9302	1
palette	27396	2
palm	5340	17
palms	9486	14
panel	5997	4
panels	9320	5
panic	6634	2
papacy	25097	1
papal	12156	3
paper	3259	8
paperback	13611	1
papers	4981	2
parade	7700	9
parallel	5903	5
parallels	18588	3
paralympic	17029	2
paralyzed	22348	1
parameters	11709	3
pardon	14933	1
parent	6687	4
parentheses	27393	1
parents	3008	9
parish	3583	3
parishes	11600	3
park	2380	46
parked	9083	1
parking	5581	2
parks	6328	5
parliamentary	5768	1
parody	12354	4
part	2112	128
parted	10277	7
partial	7704	4
partially	6822	11
participant	13180	1
participants	6818	5
participate	5589	10
participated	4194	14
participating	8019	2
participation	6577	4
particular	3327	21
particularly	3391	31
parties	4243	4
parting	20254	1
partisan	14254	1
partisans	20762	1
partition	13571	1
partly	6576	14
partner	4256	7
partnering	27001	1
partners	5826	3
partnership	5386	4
parts	3033	18
party	2283	31
pass	3413	29
passage	6019	12
passages	13768	3
passed	2979	34
passengers	5467	2
passes	5235	11
passing	4458	20
passion	6896	4
passions	25289	2
passive	13135	2
past	2627	25
patch	8983	1
patches	13864	1
paternal	15112	3
path	4130	8
pathetic	17203	1
pathology	19314	1
paths	10425	1
patriarch	12626	1
patriotic	14314	1
patrol	6477	14
patrolling	24248	3
patrols	14703	13
patron	9161	3
patronage	15694	1
patrons	13497	2
pattern	5418	31
patterned	25336	2
patterns	7060	8
pause	8724	1
paused	5864	2
pausing	20490	1
paving	28007	2
paws	24392	2
pay	3477	19
paying	7079	5
payment	7909	1
pays	12778	2
peace	3521	20
peaceful	9379	6
peacefully	21614	1
peak	4672	50
peaked	6601	23
peaking	13015	9
peaks	11373	3
peat	23366	1
pedestal	24496	2
pedestrian	14662	1
peers	12746	1
peg	25039	2
pen	7279	3
penalty	6531	3
pencil	14745	2
pending	14223	1
penetrate	19136	6
penetrated	21653	3
penetrating	22391	3
penetration	20015	5
peninsula	6000	6
penultimate	25512	1
people	2111	109
peoples	7243	1
pepper	11565	2
peppers	23582	1
per	2566	81
perceived	8690	2
percent	3867	12
percentage	7017	7
perception	10617	5
perceptions	23271	2
percussion	6333	4
perfect	3819	7
perfectly	6669	1
perform	4685	8
performance	2836	28
performances	4616	12
performed	2864	29
performers	9567	1
performing	4488	2
performs	10438	3
perhaps	3383	11
perimeter	13443	39
period	2558	74
periodically	18043	2
periods	6993	6
periphery	23275	1
permanent	4568	3
permanently	8642	1
permission	6656	8
permit	9146	2
permitted	7936	3
perpetrators	27675	1
perpetual	18870	2
persecuted	27666	3
persecution	14522	1
persist	29486	2
persisted	19035	12
persistent	14516	2
person	2711	23
personal	3167	17
personalities	12857	2
personality	6180	4
personally	7714	3
personnel	5073	20
persons	5381	7
perspective	7339	5
perspectives	15251	1
persuade	13984	2
persuaded	11766	3
peruvian	15432	1
petals	15829	6
petition	9964	2
petitioned	22527	1
petitions	24320	1
petrol	17141	6
petroleum	11540	1
pets	18551	2
petty	11612	1
pharmaceutical	13859	1
phase	4403	9
phased	21718	1
phases	12335	2
phenomena	13352	1
phenomenon	9575	1
philippine	7802	41
philosopher	9667	1
philosophical	9569	4
philosophy	4695	4
phone	3042	1
photo	6302	2
photograph	9982	2
photographed	16164	1
photographer	8088	1
photographic	12416	2
photographs	7008	6
photography	5855	6
photos	7760	1
phrase	7655	3
phrases	15672	2
phylogenetic	23192	4
physical	3558	7
physically	8186	1
physician	7522	2
piano	3682	4
pick	4060	4
picked	3856	14
picking	8130	3
picks	11214	1
pickup	15373	1
picture	3861	13
pictured	15885	3
piece	3538	9
pieces	4109	16
pierce	9267	5
pierced	16276	1
piercing	14628	5
pile	8632	2
pillars	13766	1
pills	15345	1
pilot	4405	4
pilots	8221	4
pin	9231	6
pink	5061	1
pinned	11807	2
pinning	22866	3
pinyin	9973	1
pioneer	7156	1
pioneered	16193	3
pioneering	13280	1
pipe	8667	1
pipeline	13117	2
pipes	12432	1
piracy	24386	1
pirate	11304	2
pirates	8350	2
pistol	8779	1
pistols	18248	2
pit	6770	1
pitch	6510	5
pitched	8219	32
pitcher	8070	55
pitchers	23232	7
pitches	19299	6
pitching	14696	10
pits	14496	4
pitted	25895	2
place	2173	86
placed	2872	65
placement	11073	5
places	3182	19
placing	6885	10
plagued	17808	1
plain	5810	12
plainly	24250	1
plan	2933	29
plane	4946	8
planes	9738	7
planned	3740	26
planner	24555	1
planners	27155	5
planning	4041	20
plans	3488	18
plant	3269	27
plantation	10065	1
plantations	14979	4
planted	8461	6
planting	14685	1
plants	4264	12
plaster	15673	1
plastic	6081	5
plate	5127	9
plateau	9814	3
plates	7766	13
platform	4132	8
platforms	7248	3
platinum	8899	7
platoon	13799	15
plausible	24286	1
play	2377	65
played	2209	68
player	2447	54
players	2867	26
playing	2652	23
playoff	7808	5
plays	3248	13
playwright	11170	3
pleaded	12254	2
pleas	22512	1
please	3531	2
pleased	7537	8
pleasing	24820	1
pleasure	5165	1
pledged	16970	1
plenty	7564	1
plot	5436	11
plots	14811	3
plotted	27347	1
plotting	20699	1
plum	22088	2
plume	26888	1
plunge	25912	1
plunging	29059	2
plus	4606	5
pm	7610	1
pockets	10306	1
poem	5961	30
poems	5878	51
poet	4802	36
poetic	13805	20
poetry	4623	51
poets	9736	37
point	2391	44
pointed	4197	5
pointer	20884	2
pointing	7302	2
points	2685	21
poised	22303	1
poison	9947	4
poisoned	17672	2
poisoning	16149	2
poker	11662	2
polar	11508	5
pole	6536	10
poles	10567	3
police	2610	43
policies	6043	5
policing	21107	1
policy	3343	12
polish	3907	5
political	2576	22
politically	10317	7
politician	3761	3
politicians	8801	1
politics	4331	6
poll	8554	10
polled	26847	1
polling	17888	1
pollution	10796	4
pond	8644	7
pool	4770	27
poor	3532	21
poorly	9996	6
pop	3769	21
popcorn	24593	2
populace	22508	4
popular	2759	28
popularity	6217	10
popularized	20339	2
populated	10357	6
population	2313	32
populous	20151	2
port	3417	48
portable	12109	5
portage	25140	10
ported	27650	1
portion	4664	22
portions	8810	9
portrait	6533	14
portraits	9668	5
portray	17279	8
portrayal	13954	1
portrayed	6791	6
portraying	17274	2
portrays	17509	1
ports	8831	7
portuguese	5077	2
pose	13382	2
posed	13686	3
poses	22382	1
posing	20540	1
position	2597	79
positioned	10959	5
positioning	19120	6
positions	4460	41
positive	3893	25
positively	13567	3
possess	10295	3
possessed	8679	9
possesses	14882	2
possessing	18840	1
possession	6664	6
possessions	13689	2
possibilities	12020	2
possibility	6061	10
possible	2825	41
possibly	4298	13
post	2695	42
posted	6866	7
poster	13082	7
posters	14921	2
posthumous	19086	1
posthumously	12770	3
posting	14739	3
postponed	14475	7
posts	8466	6
postseason	17525	8
posture	16819	1
potent	16834	1
potential	4022	12
potentially	9280	5
pottery	11378	1
pouch	21445	2
pound	9044	38
pounder	20091	11
pounding	9836	1
pounds	7038	1
pouring	13053	1
poverty	5635	1
powder	9898	6
power	2373	74
powered	6113	6
powerful	3928	19
powers	4204	7
practical	6742	7
practically	8134	1
practice	3218	15
practiced	9051	1
practised	20439	1
practitioners	14617	1
praise	8489	5
praised	5868	30
praising	15838	2
prayer	7083	2
prayers	12583	4
pre	3653	17
preceded	11677	2
precedence	23359	1
preceding	11003	7
precious	9062	1
precipitation	13511	3
precise	10480	3
precisely	10785	2
precision	11718	6
precursor	14988	2
predators	12630	3
predecessor	8646	7
predecessors	16372	2
predictable	21425	1
predicted	10173	3
prediction	17547	3
predictions	20932	1
predominant	21047	3
predominantly	9197	7
preface	18443	2
prefect	19402	6
prefecture	7498	2
preference	12157	2
preferred	6871	3
preferring	21393	1
prefers	19233	3
pregnant	6875	1
prehistoric	14491	1
preliminary	8824	1
prelude	19508	1
premature	21371	2
premier	4239	7
premiere	6765	6
premiered	5885	1
premise	18458	1
premises	10345	1
preoccupied	23962	2
preparation	7547	13
preparations	12929	3
prepare	7374	14
prepared	4810	10
preparing	8225	2
prequel	28280	3
prescribed	16250	1
preseason	20038	2
presence	3739	27
present	2556	37
presentation	8312	6
presented	3591	9
presenting	10886	5
presents	7534	7
preservation	8347	3
preserve	7969	5
preserved	6560	10
preserving	15224	2
presided	15506	2
presidency	8798	1
presidential	4883	4
presiding	18131	1
pressed	4508	1
pressing	7827	4
pressure	3778	33
pressures	15399	4
prestigious	8919	1
presumably	10712	4
presumed	14609	3
pretend	9811	1
pretending	12097	1
pretty	3492	2
prevailing	19283	1
prevalent	15157	2
prevent	4652	24
prevented	8729	14
preventing	10723	4
previous	3025	44
previously	3130	47
prey	8336	6
price	3976	7
prices	7597	2
priest	5011	2
primarily	3952	15
primary	3078	23
primitive	10968	9
principal	4054	19
principally	16552	1
principle	6958	1
principles	6481	7
print	6140	3
printed	6267	3
printing	8021	1
prints	11204	3
prior	3188	28
priorities	18402	1
priority	9470	3
prison	3827	6
prisoner	7267	3
prisoners	5895	4
pristine	27375	1
privacy	9394	1
private	2797	20
privately	9139	5
privilege	14293	2
privileges	14310	1
privy	14452	1
prized	25695	3
pro	4013	17
probability	9723	1
probable	15596	2
probably	2763	35
probation	19703	1
probe	15113	4
problem	3291	12
problematic	18636	3
problems	3471	32
procedures	8853	1
proceed	10838	6
proceeded	8979	5
proceeds	10951	3
process	2832	23
processed	13995	1
processes	6194	1
processing	6364	10
procession	14385	1
proclaimed	10116	7
proclamation	16413	1
prodigy	28334	2
produce	3965	18
produced	2550	61
producer	3135	7
producers	6443	10
produces	7137	3
producing	5155	10
product	4031	10
production	2537	67
productions	5453	5
productive	13318	1
products	3688	11
profession	9518	1
professional	2658	17
professionally	12145	3
professor	2934	5
profile	6337	5
profit	5618	2
profound	13769	2
program	2565	20
programme	4746	9
programmes	8497	2
programming	4730	2
programs	3454	4
progress	5082	12
progressed	12506	5
progresses	22901	2
progressing	27673	1
progression	14967	7
progressive	6555	1
progressively	20519	4
prohibited	10890	2
prohibiting	26325	1
prohibition	13574	1
project	2622	16
projected	11310	3
projectile	25921	3
projecting	18398	3
projection	13996	2
projections	21796	3
projects	3934	19
proliferation	20250	1
prolonged	15330	1
prominence	12144	4
prominent	4069	23
prominently	14500	3
promise	4872	2
promised	5763	2
promising	10015	4
promote	5326	12
promoted	3755	12
promoter	15543	1
promoting	7694	4
promotion	4712	6
promotional	10319	3
promotions	15365	2
prompted	9469	9
prompting	15870	4
promptly	13364	2
prone	13047	2
pronounced	8793	5
pronouns	26028	1
proof	6947	2
propaganda	10398	1
propelled	15801	8
propeller	15692	6
propellers	23405	1
proper	5372	4
properly	7919	3
properties	5144	9
property	3200	7
proponent	22488	1
proportion	10817	1
proportions	19173	3
proposal	6378	5
proposals	10340	1
proposed	3818	17
proprietor	21584	1
props	24387	1
propulsion	16404	6
prose	12388	1
prosecuted	21651	2
prosecution	11537	4
prospect	9824	6
prospective	17464	1
prosperity	14165	1
protagonist	10191	3
protect	4047	10
protected	5123	10
protecting	8650	4
protection	3860	17
protective	9474	1
protest	6186	7
protestant	8330	3
protested	11456	1
protesters	13337	2
protesting	21248	2
protests	8090	4
prototype	8773	10
prototypes	19599	1
proud	7098	1
prove	6011	4
proved	4928	12
provide	3073	22
provided	3024	33
provides	3640	7
providing	4346	8
province	2874	13
provinces	6941	10
provincial	4992	1
proving	13946	2
provocative	26422	1
provoke	27895	2
provoked	19157	3
proximity	10039	4
prussian	10734	3
pseudo	18404	1
pseudonym	13881	2
psi	17816	1
psychiatric	13691	1
psychic	12663	4
psychology	6825	1
pub	9047	1
public	2270	56
publication	4772	7
publications	5523	4
publicity	11845	2
publicly	7271	4
publish	10172	3
published	2405	36
publisher	6674	2
publishing	4640	3
pull	4139	1
pulled	2766	4
pulls	8005	1
pulse	8187	1
pumped	16486	1
pumping	14107	1
punch	8595	6
punched	11696	2
punches	17957	2
punish	16385	2
punished	14248	3
punishment	7750	2
puppet	13997	1
purchase	5309	8
purchased	4156	11
purchasing	13131	1
pure	5760	3
purely	11850	2
purge	24694	1
purification	28406	1
purity	18433	1
purple	6379	2
purpose	3800	7
purposes	5682	8
purse	8722	3
pursue	7323	8
pursued	9505	8
pursuing	11828	4
pursuit	8463	4
pursuits	23719	1
push	5245	6
pushed	3724	7
pushes	13956	4
pushing	6183	3
put	2404	38
puts	8509	5
putting	5128	7
puzzles	19672	5
q	1053	6
quake	27785	1
qualification	8263	5
qualifications	15644	1
qualified	4591	4
qualifier	10981	1
qualify	7515	2
qualifying	6042	3
qualities	11647	5
quality	3737	12
quantities	12450	3
quantity	11712	1
quarry	12907	1
quarter	4284	5
quarterback	9074	2
quarters	7728	2
queer	19483	1
quest	8795	3
question	3160	8
questionable	21068	1
questioned	8781	3
questioning	11242	1
quick	4248	11
quicker	19059	1
quickly	2855	42
quiet	4251	2
quietly	5168	2
quit	8046	2
quite	3243	7
quo	22035	2
quote	14686	1
quoted	9339	2
rabbi	7907	22
rabbis	25602	4
race	2679	8
raced	8255	2
races	3837	2
racing	3868	1
racism	14398	1
radar	7217	7
radial	15255	1
radiant	23751	1
radiation	8249	1
radical	7490	2
radicals	23618	5
radio	2557	36
radius	12177	1
rage	7385	1
raid	8118	3
raiders	10642	2
raiding	23530	2
raids	11217	16
rail	4334	8
railing	15747	1
railroad	4296	1
rails	15168	1
railway	2737	3
rain	4542	17
